Title,Company,Address,Time,Requirements 
Sales Operations Manager,ATRIC Developments ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeManager · 5+ Yrs of Exp · Operations/Management · Sales/Retail · Inventory Management · Operations · Planning · Real Estate · Sales Operations · Customer Service · MS Office · Real Estate Sales
Customer Experience Specialist,Rvver for ecommerce and retail technologies ,"Sheraton, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 4 Yrs of Exp · Accounting/Finance · Customer Service/Support · Communication · Customer Service · Customer Care · business
Site Supervisor,craft group ,"Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · Construction · Site supervisor · Engineering · Supervisor · Site · Civil Engineering
Digital Hub Specialist - Alexandria,Target Recruitment  & HR Solutions  ,"Smouha, Alexandria, Egypt ",Full Time,Full TimeEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Media/Journalism/Publishing · Computer Science · Digital · SAP · Digital Marketing · E-Marketing · Social Media
Financial and Investment Analyst,Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 5+ Yrs of Exp · Accounting/Finance · Banking · Analyst/Research · Accounting · analytical · Data · Finance · Financial · Financial Analysis · Financial Management
Technical Process Engineer,Ghabbour Auto ,"Abu Rawash, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Mechanical/Electrical · Production · Manufacturing · Mechanical Engineering · Engineering · Manufacturing Quality · QA · Quality Assurance
Accountant,Toshkee Misr For Sea Food ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · males_only · Accounting/Finance · accountant · Finance · Financial Data Analysis · Dynamics · Mc · SAP · Oracle · Financial system · Accounting
Export Coordinator,sofipack ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Administration · Logistics/Supply Chain · Export · English
Purchasing Manager,sofipack ,"Badr City, Cairo, Egypt ",Full Time,Full TimeManager · 5 - 15 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Procurement · Purchasing · Purchasing Manager · Supply Chain · Communication skills · Logistics · Microsoft Office
Senior Share-point Developer,MTS ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · AJAX · ASP.Net · C# · Computer Engineering · Computer Science · Engineering · Information Technology (IT)
Robotics/Programming Instructor,Stemate ,"New Nozha, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · C++ · Computer Science · Engineering · Education · Teaching · STEM · Robotics
Industrial Engineer,LEONI Wiring System Egypt S.A.E ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other · Industrial Engineering · Production · Production Engineering · Lean Manufacturing · Manufacturing · Six Sigma · Engineering
Telesales Representative,Stemate ,"New Nozha, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer Service · sales skills · Sales · Telesales · Customer Support · Customer Care · Sales Target · tele-sales
Finance Manager,Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeManager · 5 - 10 Yrs of Exp · Accounting/Finance · Operations/Management · Accounting · Economics · Finance · Financial Analysis · Financial Management
Research & Development Engineer,Power House Egypt ,"6th of October, Giza, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · R&D/Science · Analyst/Research · Engineering - Oil & Gas/Energy · Chemical Engineering · R&D · Engineering · Communication skills · Chemical · Communication · Skills
Digital Finance Team Leader (Tele Sales),Fawry Microfinance  ,"Maadi, Cairo, Egypt ",Full Time,Full TimeManager · 3 - 5 Yrs of Exp · Sales/Retail · Sales · sales skills · Microfinance · Business Administration · Administration · Commerce
"Business Admin, Coordinator, Business Development.",ERA Egypt ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · females_preferred · Administration · Business Development · Sales/Retail · Business Administration · sales skills · reports · research · Economics · Engineering · photoshop
Call Center Agent - English Speaking,Thndr ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 6 Yrs of Exp · Customer Service/Support · Customer Care · Customer Satisfaction · typing skills · Communication · Customer Service · English · Arabic · Customer Experience · Call Center
Factory Manager,Holw El Sham ,"6th of October, Giza, Egypt ",Full Time,Full TimeManager · 5+ Yrs of Exp · Manufacturing/Production · Manufacturing · Management · Lean manufacturing · Factory · Factories · Production
HVAC Project Engineer (Data Center),Gila Electric ,"Downtown, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · HVAC · Data Center · Construction · Engineering · Design · Mechanical · Plumbing · Project Management
Logistics Sales Executive - Alexandria,Capital logistics ,"Mahta Alraml, Alexandria, Egypt ",Full Time,Full TimeEntry Level · 1+ Yrs of Exp · females_only · Customer Service/Support · Logistics/Supply Chain · Sales/Retail · Customer Service · Sales · sales skills · Marketing · Sales Field · Indoor Sales · Sales Target
Accountant,Confidential ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · Accounting/Finance · excel · Arabic · Accounting · ERP Implementation · ERP · Microsoft Office · English · Data Entry · Financial Analysis
FF&E Specialist,WRIGHT PLAN ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · females_only · Engineering - Construction/Civil/Architecture · Engineering - Other · Architecture · Design · Furniture Design · FF&E · Furniture · AutoCAD · Interior Design · Microsoft Office
Recruitment Specialist,Proper Business Solutions ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeWork From HomeEntry Level · 1 - 2 Yrs of Exp · Human Resources · Human Resources (HR) · Recruitment · English · Sourcing · Human Resources · Hiring · Mass Hiring · Recruiting · CallCenter
Receptionist,Vision ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · females_preferred · Administration · Administration · Office Management · Communication Skills · Microsoft Office · English · Admin
Exam Officer,German International University ,"New Capital, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · Administration · Administration · examination · Education · Admin · Communication
Accountant,Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Accounting/Finance · Accounting · Accounting Regulations · Economics · Finance · MS Excel · Financial Analysis · Financial Management
Group Support,Egybell ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Administration · Administration · Support · Group Support
Technical Office Engineer (Architecture),WRIGHT PLAN ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · AutoCAD 2D · AutoCAD 3D · Engineering Architecture · Quality Control · Quality Assurance · Architect · Shop Drawings · Design
Senior Architect / Interior Designer,WRIGHT PLAN ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 4 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Architecture · Adobe Photoshop · Interior Design · Design · AutoCAD · AutoCAD 2D · 3dsMAX · Vray
Mechanical Maintenance Engineer,Confidential ,"Obour City, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering · Maintenance · Mechanical Engineering · Printing · Packaging · Communication skills
Export Sales Manager,Confidential ,"Sidi Bishr, Alexandria, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Sales/Retail · English · Export · Documentation · Logistics · Sales · Supply Chain · Communication
Senior Front End Developer,MTS ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · VueJS · JavaScript · UI Design · Agile · HTML5 · Vue.js
Survey Engineer ( Civil ),AlGammal Contracting ,"Haram, Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Civil · Civil Engineering · Contracting · Engineering · survey · surveyor · survey engineer
Production Engineer,Confidential ,"Sidi Bishr, Alexandria, Egypt ",Full Time,Full TimeExperienced · 5 - 7 Yrs of Exp · Manufacturing/Production · Quality · Agriculture · Agricultural · Manufacturing · Production · Management · dehydrated · drying
HR Assistant,NEW JERSEY Developments ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Human Resources · Assistant · Labor · Labor Law · Law · HR · Office management · Administration · Microsoft Office
Treasurers and Investment Controller,Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 10+ Yrs of Exp · Accounting/Finance · Treasury · Investment · Investment Analysis · Finance Management
Senior Mechanical Technical Office Engineer,MEP Construction ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 6 - 10 Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · Construction · Engineering · Mechanical · Mechanical Engineering · Microsoft Office · office · Technical Office
Chief Accountant,Leeds ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeExperienced · 8 - 10 Yrs of Exp · Accounting/Finance · Banking · Operations/Management · Accounting · Accounting Systems · Financial Management · MS Office · Communication · Finance · Financial Analysis
Sales Executive,Perfect for Trading ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · females_preferred · Customer Service/Support · Sales/Retail · Sales · sales skills · Sales Target · Customer Service
E-commerce Accountant,Rvver for ecommerce and retail technologies ,"Sheraton, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 6 Yrs of Exp · Accounting/Finance · Accounting · business · Commerce · Communication · Developing · excel · Finance · Financial Analysis · Management
Purchasing Representative,Sky logistics ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · Purchasing/Procurement · Procurement · Purchasing · ERP · Negotiation · Spare Parts · Logistics · Communication skills · fleet · fleet spare parts
Customer Service Agent Vodafone UK - Work From Home - GRADS ONLY (Cairo Only),Majorel Egypt ,"6th of October, Giza, Egypt ",Full Time,Full TimeWork From HomeExperienced · 1+ Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · English · Customer Care · Communication · MS Office · Call Center
Facilities Services Operations Manager,Confidential ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeManager · 4+ Yrs of Exp · Administration · Customer Service/Support · Operations/Management · Facility Management · Facility · Operations · Management
Junior Engineer,Petrological Integrated Solutions ,"Stanley, Alexandria, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · males_preferred · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · 3d max · AutoCAD 2D · AutoCAD · engineer · 3D · Engineering · Oil Field
Senior Front End Developer,Rvver for ecommerce and retail technologies ,"Sheraton, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Front end · front-end · Git · CSS · Information Technology (IT) · JavaScript · JSON
Restaurant Manager,Burger King ,"Downtown, Cairo, Egypt ",Full Time,Full TimeManager · 3 - 5 Yrs of Exp · Hospitality/Hotels/Food Services · Operations/Management · Sales/Retail · Fast food · Hospitality · Hotels · Management · English · Food · restaurant
Assistant Manager - (Fast Food Restaurant),Burger King ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeManager · 3 - 5 Yrs of Exp · Administration · Hospitality/Hotels/Food Services · Administration · Fast food · Food · Microsoft Office · Office management · Secretary · English
Senior Steel Detailer,EAST  ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Steel · Engineering · Civil Engineering · Civil · Planning · Steel Detailing · structural · Detailing
