Title,Company,Address,Time,Requirements 
Regulatory Affairs Supervisor,Zeta Pharma ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 7 Yrs of Exp · Pharmaceutical · Pharma · Pharmaceutical · Regulatory Affairs · regulatory · Pharmacy · English · Science · Commerce · Registration
Web Developer,Virtual Worker Now ,"Cairo, Egypt ",Full Time,Full TimeShift BasedWork From HomeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React · Node.js · HTML · CSS · JavaScript · JSON · AJAX · Laravel
Category Manager (B2B) - Electrical,e Aswaaq Misr ,"Smart Village, Giza, Egypt ",Full Time,Full TimeManager · 7 - 10 Yrs of Exp · Purchasing/Procurement · Engineering - Mechanical/Electrical · Category Management · Procurement · Manufacturing · Communication · English · Engineering · Electrical Engineering
Receptionist,Orchidia Pharmaceutical Industries ,"Obour City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 3 - 5 Yrs of Exp · Administration · Customer Service/Support · Admin · Administration · Secretary · Microsoft Office · Office Management · Admin Assistant
Telesales Opener,3D Diagnostix ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Sales Target · Outbound · Telesales · Customer Service · Call Center · Customer Support
Spring Java Developer,Hitop ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Spring · Software Development · SQL · Software · MySQL · MVC · Information Technology (IT)
Customer Satisfaction Specialist,Ghabbour Auto ,"Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · CRM · Customer Care · Customer Service · Customer Support · Microsoft Office · Microsoft Office suite
Architect Site Engineer - For KSA,Confidential ,"Dokki, Giza, Egypt ",Full Time,Full TimeExperienced · 4 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · Engineering · AutoCAD · Civil Engineering · saudia arabia
Senior Design Engineer - Structural Steel,Saudi,"Katameya, Cairo, Egypt ",Full Time,Full TimeExperienced · 8 - 10 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Engineering · Design · Structural Steel · STAAD.Pro · Information Technology (IT) · Computer Science · Software Development · Quality Assurance
Senior Tendering Engineer - Contracting,Saudi,"Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Estimation · Tendering · Engineering · Civil · Maintenance · Mechanical · Analysis · Pressure Vessels · Tanks
HR Director (Construction),MAC EGYPT REAL ESTATE CO. ,"10th of Ramadan City, Sharqia, Egypt ",Full Time,Full TimeSenior Management · 15+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Human Resources · Operations/Management · Human Resources · Recruitment · Project Management · CIPD · HRMS · HR · SPHR
Data Center System Engineer,Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CCNP · Information Technology (IT) · Computer Engineering · Computer Science · Data center · Engineering · Information Systems · network
Electrical Site Engineer,MT Mixers ,"10th of Ramadan City, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Electrical Engineering · Engineering · Mechanical Engineering · Site
Category Manager Construction Materials (B2B),e Aswaaq Misr ,"Giza, Egypt ",Full Time,Full TimeManager · 7 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Pharmaceutical · Construction · Engineering · Communication skills · Communication · Sales · Procurement · English · Civil Engineering
B2B Telesales Executive (Fluent English Speaker),GT World OF Beauty ,"Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Business Administration · Customer Service · Communication · B2B · Sales Target · sales skills · Sales · Telesales
Administration Officer,Titan Cement Egypt  ,"Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Administration · Human Resources · Administration · Admin · Office Management · Front Desk · Receptionist · Communication Skills · Human Resources (HR) · Communication
Category Manager Textiles (B2B),e Aswaaq Misr ,"Smart Village, Giza, Egypt ",Full Time,Full TimeExperienced · 7 - 10 Yrs of Exp · Manufacturing/Production · Fashion · Communication skills · Category Management · English · Management · MS Office · Textiles · Sales · Manufacturing
DevOps Engineer,Hitop ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS Cloud · Cloud · AWS · DevOps · Systems · Security · Computer Science
IT Help Desk Specialist,Afro Egypt ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · IT · Computer Science · Information Technology (IT) · Engineering
Digital Marketing Manager,Bevatel ,"Dokki, Giza, Egypt ",Full Time,Full TimeManager · 3+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · SEO · SEM · Advertising · Google Adwords · Social Media · E-Marketing · LinkedIn
Sales Key Account Manager,Confidential ,"Nasr City, Cairo, Egypt ",Full Time,"Full TimeExperienced · 3 - 7 Yrs of Exp · Sales/Retail · B2B · Communication skills · sales skills · Sales Target · Hospitality · Furniture Design · Interior Finishing · Hotel, Restaurant, Cafe"
Full Stack .Net Developer,SmartHubConsulting ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · .Net Framework · ASP.Net Web API · C# · HTML5 · CSS · jQuery · ASP.NET Web Forms or Core
Site Accountant,El Megharbel Construction ,"Assuit, Assiut, Egypt ",Full Time,Full TimeSenior Management · 2 - 7 Yrs of Exp · Accounting/Finance · accountant · SITE ACCOUNTANT
HSE Specialist,INTECH ,"Luxor, Egypt ",Full Time,Full TimeExperienced · 5 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Health · Safety · Quality Assurance · Environment · Construction · OSHA · HSE · Quality Control
Senior Business Analyst,e,"Smart Village, Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Computer Science · Computer Engineering · English · Arabic · Testing · Documentation
Senior Payroll Specialist - Alexandria,Sutherland ,"Alexandria, Egypt ",Full Time,Full TimeExperienced · 3 - 4 Yrs of Exp · Accounting/Finance · Human Resources · Accounting · Payroll · Human Resources (HR) · Human Resources · Microsoft Office · English
Senior Cloud Architect,e,"Smart Village, Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · architectural · Cloud · computer · Computer Science · Engineering · Information technology · IaaS · Information Technology (IT)
Import Freight Coordinator,Amiral Holdings Limited ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Import · Logistics · Supply Chain · English · Export · Freight · DHL · RLF
Call Center Trainer - Cairo,Andalusia Group ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Customer Service/Support · Training/Instructor · analytical · Call Center · Communication · Communication skills · Customer Care · Customer Service · Customer Support · Presentation Skills
Maintenance Engineer,Style Design Projects ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeExperienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · HVAC · Firefighting System · Maintenance · Mechanical · Mechanical Engineering · Engineering · Electrical · Site
Air Freight Operations Supervisor,Egytrans ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 7+ Yrs of Exp · Logistics/Supply Chain · Operations/Management · Freight Forwarding · Logistics · Business Development · Operations · Supply Chain · Communication · Management
Senior iOS Developer,LINK Development ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Objective-C · iOS · Software Development · Engineering · Information Technology (IT) · Mobile Platforms · iOS Development · Mobile Development
Training Internship,Andalusia Group ,"Maadi, Cairo, Egypt ",Internship,InternshipEntry Level · Human Resources · Medical/Healthcare · Training/Instructor · Administration · HR · Training · Education · Instruction · Instructional Design · Technical Training
Frontend Developer - Angular,iHorizons ,"Cairo, Egypt ",Full Time,Full TimeWork From HomeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · CSS · HTML · JavaScript · Computer Science · Information Technology (IT) · Software Development
Fleet Officer - Tanta,J&T Express ,"Tanta, Gharbia, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Fleet · Logistics · Operations · Supply Chain · Communication · English
Electrical Maintenance Engineer,National Pipe Company ,"Badr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electrical · Electrical Engineering · Engineering · Maintenance · plaster mixers · steam boilers · welding machines · Machines
Senior Java Developer,e,"Smart Village, Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Java · Software · Development · Java Development
Mechanical Maintenance Engineer,Confidential ,"10th of Ramadan City, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 6 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Mechanical Engineering · Installation · Maintenance · Machine Design · Engineering
Receptionist,J&T Express ,"Giza, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · Administration · Admin · Administration · Assistant · administrative · Office management · Communication · Front Desk · Microsoft Office · English
"IP Network Engineer (Multinational , Technology Market Leader)",Pillars ,"Giza, Egypt ",Full Time,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Engineering · Computer Science · Networks · Networking · IP · CCNP · Communication
Personnel Specialist,Confidential ,"Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Human Resources · Human Resources · Personnel Affairs · Labour Law · Social Insurance · Communication skills · Human Resources (HR) · Labor Law · Medical Insurance · Microsoft Office
Sales & Marketing Executive,Diamond Medical Services ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Sales/Retail · Sales · Marketing · sales skills · Sales Target · Telesales · Medical Sales
IT Technical Support Engineer,Oriental Weavers ,"10th of Ramadan City, Sharqia, Egypt ",Full Time,Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · IT · It technical support · hardware · software · Technical Support
Product Owner (Commercial),Cashcall ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Marketing/PR/Advertising · Project/Program Management · Analyst/Research · Product Development · E-payments · Project Management · Project Coordination · Research · Analysis · Communication
Supply Chain Planning Specialist(Production Planning),Vision ,"Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 7 Yrs of Exp · Logistics/Supply Chain · Manufacturing/Production · Microsoft · Supply Chain · SAP · FMCG · SAP user · Planning
Java Developer,Confidential ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · CSS · HTML · Information Technology (IT) · Java · JavaScript · MVC
Junior Accountant,ITG Holding ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 5 Yrs of Exp · Accounting/Finance · accountant · Accounting · Finance · Junior Accountant · Business Administration · excel · Financial · Financial Analysis · IFRS
Medical Sales Representative - Helwan,CEUTIKA ,"Helwan, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1+ Yrs of Exp · Medical/Healthcare · Sales/Retail · Medical · Medical Sales · medical sales representative · Representative · Sales representative · sales skills · Sales · Sales Target
Supply Chain Manager,Confidential ,"6th of October, Giza, Egypt ",Full Time,Full TimeManager · 10 - 15 Yrs of Exp · Logistics/Supply Chain · Engineering - Mechanical/Electrical · Supply Chain · Logistics · SAP · Purchasing · Procurement · Warehousing Management · Planning · Mechanical Engineering
Senior AI Engineer,Softec Technologies ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AI · Development · Software · Security · Software Development · Information Technology (IT) · English · Computer Science
Aide Maternelle / Kindergarten Assistant - French Speaker,Groupe Oasis Scolaire ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1+ Yrs of Exp · Administration · Education/Teaching · Teaching · Education · Aide-Maternelle · Nursery Assistant · Kindergarden
Biology Teacher - Middle School - French Speaker - School Year 2022-2023,Groupe Oasis Scolaire ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · R&D/Science · Education/Teaching · Training/Instructor · French · Biology · Education · Chemistry · Teaching
Secretary - Middle School - French/English Speaker,Groupe Oasis Scolaire ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Administration · Secretary · Administration · Office Management · Microsoft Office · Computer Skills · Admin · Typing · English · Arabic
University Counselor - French/English Speaker,Groupe Oasis Scolaire ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1+ Yrs of Exp · Administration · Education/Teaching · Training/Instructor · College Counseling · Administration · Teaching · Students · English Teacher · French Teacher · Academic
Architect Site Engineer,Alforat ,"Glim, Alexandria, Egypt ",Full Time,Full TimeExperienced · 5 - 7 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Project/Program Management · Architecture · AutoCAD · Civil · Civil Engineering · Construction · Finishing · Site
Business Travel Counselor,CWT Egypt ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Customer Service/Support · Tourism/Travel · Customer Service · Tourism · Travel · Business Development · English
Junior Accountant, AL,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · Finance · excel · Financial Reporting · Microsoft Office · Reporting · Financial Analysis · MS Office · powerpoint
Accountant,ATHATH ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · Accounting/Finance · Accounting · Finance · MS Office · Communication · Communication skills · Financial Analysis · Financial Management · Accounting Software · MS
Graphic Designer - Social Media (French & English Speaker),Groupe Oasis Scolaire ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · Adobe Indesign · Design · Adobe Photoshop · Adobe illustrator · Graphic · Multimedia
Head Cashier,Confidential ,"Tanta, Gharbia, Egypt ",Full Time,Full TimeExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Banking · Accounting · Finance · Treasury · MS Office · Financial Analysis · Commerce
Content Writer,RAQAMYAT ,"Maadi, Cairo, Egypt ",Internship,InternshipStudent · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Articles · communications · Creative Writing · English · journalism · Marketing · Social Media
Senior SAP FICO Consultant,Elaraby Group ,"Abbassia, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · SAP · Computer Engineering · Computer Science · SAP FICO · SAP SAC
Operation Director,Wadi Degla Trading  ,"Maadi, Cairo, Egypt ",Full Time,Full TimeSenior Management · 10 - 15 Yrs of Exp · males_only · Installation/Maintenance/Repair · Operations/Management · Engineering - Mechanical/Electrical · Engineering · Management · Operations · PMP · Contracting · MEP · Maintenance
Site Engineer, AL,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Civil Engineering · Communication skills · Construction · Site survey · Skills · AutoCAD · Communication · Engineering · Leadership
Account Executive,GlobeMed Egypt ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Pharmaceutical · Sales · Customer Service · Customer Care · Customer Support · Medical Insurance · Microsoft Office · Pharmacy
Office Administrator,Town4One  ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimePart TimeEntry Level · 1 - 4 Yrs of Exp · Administration · Customer Service/Support · Startup · Administration · Admin · Secretary · Microsoft Office · Office Management · English · Communication
Senior Accountant (Food & Beverage),Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Hospitality/Hotels/Food Services · Senior Accountant · Financial Analysis
Administrative Service Specialist - Maadi,Psychology Center ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Administration · Customer Care · Customer Support · Customer Service · Administration · Microsoft Office
Sales Manager - International Markets for a Global Tech Company,NetEra ,"Cairo, Egypt ",Full Time,Full TimeManager · 4+ Yrs of Exp · Business Development · Sales/Retail · business · B2B · SaaS · Sales · sales skills · Sales Target · Technology · Revenue
Data Analyst,Souhoola ,"Katameya, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Computer Science · Information Technology (IT) · SQL · SAS · Python · Programming
Recruitment Supervisor,Confidential ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 6+ Yrs of Exp · Human Resources · Human Resources (HR) · Recruitment · Microsoft Office · Hiring
Operations Specialist,Confidential ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Logistics/Supply Chain · Logistics · Operations · Operations specialist
Customer Support Representative,Accepted Agency ,"Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Fluent English · English Fluent · English speaker
Information Technology Project Manager,Innovent Egypt ,"Abu Dhabi, United Arab Emirates ",Full Time,Full TimeManager · 6 - 15 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · PMP · Project Management · Information Technology (IT) · Telecommunication · Certified ScrumMaster (CSM) · PRINCE2 · Software Development
Cost Accountant,MEDIC ,"Alsadat City, Monufya, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Logistics/Supply Chain · Analyst/Research · Cost · Cost Accounting · Production · Warehouse · Financial Analysis · Accounting · Finance
Call Center Agent,e,"Smart Village, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · males_only · Customer Service/Support · Customer Support · Customer Service · Call Center · Contact Center · Communication Skills · Customer Care · Customer · Support · Microsoft
Telemarketing Agent,Premium Ranks ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1+ Yrs of Exp · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Customer Service · Customer Care · Customer Support · Communication skills · English · Telesales
Director Assistant,Dafater ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · Administration · Admin · Administration · Management · Business Administration · Office management · Interpersonal skills · Administrative Skills · Secretary · MS Office
Executive Secretary,Jessour Misr ,"6th of October, Giza, Egypt ",Full Time,Full TimeEntry Level · 0 - 3 Yrs of Exp · females_only · Administration · Administration · Microsoft Office · MS · Office management · Secretary · Management
Accountant,Jessour Misr ,"Abu Rawash, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · accountant · CMA · Management Accountant · Accounting · Finance · Financial Management · Financial Analysis
Sales Representative,Jessour Misr ,"Haram, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Sales Skills · Sales Target · Sales · Ceramics · B2B · BRM · Microsoft Office · Microsoft Excel
Chemist,Jessour Misr ,"Giza, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 5 Yrs of Exp · R&D/Science · Quality · Chemist · Chemistry · Ceramics · Paints · Manufacturing Industry · Quality Control
"Technical Support Specialist ""Functional Support""",Dafater ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeWork From HomeExperienced · 4+ Yrs of Exp · Accounting/Finance · Customer Service/Support · Accounting · Arabic · Customer Care · Customer Service · Customer Support · English · Entrepreneurship · ERP
Social Media Marketer,Creators Group ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · females_only · Marketing/PR/Advertising · Media/Journalism/Publishing · E-Marketing · Online Marketing · Social Media · Marketing · media · Editing · Presentation · Writing
Content Writer,Dafater ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · content · content writer · Marketing · Social Media · Writing · writer · SEO
Call Center,Soly Clinics ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · females_only · Customer Service/Support · Call Center · Customer Service · Customer Support · Customer Care · Communication
Human Resources Head,Confidential ,"Dokki, Giza, Egypt ",Full Time,Full TimeManager · 7 - 10 Yrs of Exp · Administration · Human Resources · Operations/Management · Human Resources (HR) · HR · Personnel · Recruitment · Performance Management · Training · OD
Workforce Planner / Forecaster- Call Center,Sykes Enterprises ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Demand Planning · Forecasting · Workforce Planning · microsoft planner · MS Excel · Call Center · Analysis · Scheduling · Customer Care
Creative Copywriter (Bilingual) Senior,shop4build ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Copywriting · Writing · Marketing · SEO · Social Media · Journalism · E-Commerce
ERP Lead Business Analyst - Microsoft Dynamics,Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeManager · 10+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · ERP · Information Technology (IT) · process automation · Microsoft Dynamics · Business process automation · Business Analysis · Business Development
Data Analyst,Abudawood Group Egypt ,"Haram, Giza, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · Analyst/Research · Data Analyst · Analysis · Information Technology (IT) · Microsoft Office · Data · Business Administration · Microsoft Excel · Microsoft Power BI · Microsoft Powerpoint
Scala Developer,FlairsTech ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · AWS · Computer Science · Git · JavaScript · PostgreSQL · Software Development · Scala
Laser Specialist,Soly Clinics ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · females_only · Medical/Healthcare · Dermatology · Health Care · Medical Services · Medical · Laser · Medicine
Accounts Executive,CRIF EGYPT ,"Dubai, United Arab Emirates ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · Accounting/Finance · Accounting · Finance · Accounts Payable · Communication skills · excel · Microsoft Office
Planning & Cost Control Engineer (Civil - Construction Management),AlGammal Contracting ,"Haram, Giza, Egypt ",Full Time,Full TimeExperienced · 5+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Planning · Cost Planning · Cost Control · Management · Engineering · Cost · Project · Primavera
Follow Up Manager,Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeManager · 7+ Yrs of Exp · Business Development · Operations/Management · Project/Program Management · business · Project Management · Quality Control · Follow Up · Documents Control
Database Administrator - SQL,Link Datacenter ,"Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Administration · Computer Science · DBA · Engineering · Information Technology (IT) · MCITP · MCTS
Cost Accountant - Manufacturing,Decent Home Wooden Products ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Banking · Cost Accounting · ERP · Excel · Finance · Accounting · Manufacturing · Financial Analysis · MS Office
Senior HR Generalist,Dimensions Cloud ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 7 Yrs of Exp · Human Resources · HR · Hiring · Human Resources (HR) · Labor Laws · Personnel · Recruitment · Technical Recruitment · Microsoft Office
Property Advisor,Alforat ,"Glim, Alexandria, Egypt ",Full Time,Full TimeEntry Level · 1 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Sales/Retail · Real Estate Sales · Real Estate · Sales · sales skills · Sales Target · English · Communication · team work
Senior Marketing Specialist,Bypa,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · E-Marketing · Marketing · Social Media · Writing · Creative · Design
HR Specialist,Egybell ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 2 - 4 Yrs of Exp · Human Resources · HR Specialist · Human Resources (HR) · Recruitment · English · Egyptian Labor Law · Labor Law · Microsoft Office · Personnel
Senior Front-End Angular Developer,Shezlong ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Angular · JavaScript · jQuery · Software Development · English · HTML5 · CSS3
Photo Editor,Rvver for ecommerce and retail technologies ,"Sheraton, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1+ Yrs of Exp · Creative/Design/Art · Adobe Photoshop · Creative · Design · Photo Editing · Social Media
Quality Control Engineer,EL SHIDEED ,"Obour City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · males_only · Manufacturing/Production · Quality · Quality Control · Quality Assurance · Engineering · Quality · Maintenance · Analytical skills
Kids & Teens Instructor - Rehab City,Berlitz Egypt ,"Rehab City, Cairo, Egypt ",Part Time,Part TimeEntry Level · 0 - 5 Yrs of Exp · Education/Teaching · Training/Instructor · English · Instructor · Training · Teaching · Kids · Education
Customer Care Quality Specialist,B.TECH ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Customer Service/Support · Quality · Customer Care · Customer Service · Quality
E-Commerce Operations Supervisor,Rvver for ecommerce and retail technologies ,"Sheraton, Cairo, Egypt ",Full Time,Full TimeManager · 3+ Yrs of Exp · Logistics/Supply Chain · Operations/Management · Media/Journalism/Publishing · e-commerce operations · E-Commerce · Operations · analytical · Commerce · Customer Service · English
Retail Accountant (Cairo),Nana ,"Sheraton, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Accounting/Finance · Accounting · Retail · ERP · ERP systems · Communication · Finance · Financial Analysis
Mechanical Design Manager (Fire-Fighting Systems),Deutschland Technology Limited ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeManager · 5 - 7 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Engineering · Firefighting · Leadership · Design · Mechanical · Project Management · Mechanical Engineering · Firefighting Systems
Dark Store Manager (Cairo),Nana ,"Sheraton, Cairo, Egypt ",Full Time,Full TimeManager · 3 - 5 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · Retail Sales · Retail Management · Store Management · Retail · Administration · business · Business Administration
